"ProcedureName","ProcedureGroup","atg","acg","hcpcs","cpttitle"
"Supplemental tracking codes","4445","OTHER","OTHER","G8521","Antiplate Tx w/in 48 hrs of surgery & at disch"
"Supplemental tracking codes","4445","OTHER","OTHER","G8522","Clin doc pt not eligible antiplatelet therapy"
"Supplemental tracking codes","4445","OTHER","OTHER","G8523","Antiplate Tx not rec 48 hrs prior CEA & at disch"
"Supplemental tracking codes","4445","OTHER","OTHER","G8524","Patch closure pt undergoing conventional CEA"
"Supplemental tracking codes","4445","OTHER","OTHER","G8525","Clin doc pt did not receive conventional CEA"
"Supplemental tracking codes","4445","OTHER","OTHER","G8526","Patch closure not use pt undergoing conven CEA"
"Supplemental tracking codes","4445","OTHER","OTHER","G8527","Doc order cefazolin/cefuroxime antimicr prophyl"
"Supplemental tracking codes","4445","OTHER","OTHER","G8528","Clin doc pt ineligible prophyl antibio measure"
"Supplemental tracking codes","4445","OTHER","OTHER","G8529","No cefazolin/cefuroxime antimicr prophyl order"
"Supplemental tracking codes","4445","OTHER","OTHER","G8530","Autogenous AV fistula received"
"Supplemental tracking codes","4445","OTHER","OTHER","G8531","Clin doc pt not elig autogenous AV fistula"
"Supplemental tracking codes","4445","OTHER","OTHER","G8532","Clin doc pt recd vasc access not autog AV fist"
"Supplemental tracking codes","4445","OTHER","OTHER","G8533","Phys/clin particip sys clin database registry"
"Supplemental tracking codes","4445","OTHER","OTHER","G8534","Doc elder maltreatment screen & F/U plan"
"Supplemental tracking codes","4445","OTHER","OTHER","G8535","Pt not eligible elder maltreatment screen"
"Supplemental tracking codes","4445","OTHER","OTHER","G8536","No doc elder maltreatment screen no reason"
"Supplemental tracking codes","4445","OTHER","OTHER","G8537","Elder maltreatment screen doc pt inelig F/U plan"
"Supplemental tracking codes","4445","OTHER","OTHER","G8538","Elder maltreat scrn doc no F/U plan no reason"
"Supplemental tracking codes","4445","OTHER","OTHER","G8539","Doc POS funct outcome assess & care plan"
"Supplemental tracking codes","4445","OTHER","OTHER","G8540","Doc pt not eligible funct outcome assessment"
"Supplemental tracking codes","4445","OTHER","OTHER","G8541","Funct outcome assessment not doc no reason"
"Supplemental tracking codes","4445","OTHER","OTHER","G8542","Doc funct outcome assess no funct deficiency"
"Supplemental tracking codes","4445","OTHER","OTHER","G8543","Doc POS funct outcome assess no plan no reason"
"Supplemental tracking codes","4445","OTHER","OTHER","G8544","I intend report CABG measures group"
"Supplemental tracking codes","4445","OTHER","OTHER","G8545","I intend report hepatitis C measures group"
"Supplemental tracking codes","4445","OTHER","OTHER","G8546","I intend report community-acq pneumonia measures"
"Supplemental tracking codes","4445","OTHER","OTHER","G8547","I intend report ischemic vascular dis measures"
"Supplemental tracking codes","4445","OTHER","OTHER","G8548","I intend report heart failure measures group"
"Supplemental tracking codes","4445","OTHER","OTHER","G8549","All qual actions hepC meas group performed"
"Supplemental tracking codes","4445","OTHER","OTHER","G8550","All qual actions CAP meas group performed"
"Supplemental tracking codes","4445","OTHER","OTHER","G8551","All qual actions HF meas group performed"
"Supplemental tracking codes","4445","OTHER","OTHER","G8552","All qual actions IVD meas group performed"
"Supplemental tracking codes","4445","OTHER","OTHER","G8553","Rx generated/transmit via qual eRx/EHR syst"
"Supplemental tracking codes","4445","OTHER","OTHER","G8556","Referred to phys for otologic evaluation"
"Supplemental tracking codes","4445","OTHER","OTHER","G8557","Pt not eligible for refer otologic eval measure"
"Supplemental tracking codes","4445","OTHER","OTHER","G8558","Not refer to phys for otologic eval no reason"
"Supplemental tracking codes","4445","OTHER","OTHER","G8559","Pt referred to phys for otologic evaluation"
"Supplemental tracking codes","4445","OTHER","OTHER","G8560","Pt hx active drainage ear w/in prev 90 days"
"Supplemental tracking codes","4445","OTHER","OTHER","G8561","Pt inelig refer otolog eval w active drain meas"
"Supplemental tracking codes","4445","OTHER","OTHER","G8562","Pt no hx active drainage ear w/in prev 90 days"
"Supplemental tracking codes","4445","OTHER","OTHER","G8563","Pt not refer phys for otologic eval no reason"
"Supplemental tracking codes","4445","OTHER","OTHER","G8564","Pt refer phys for otologic eval no reason"
"Supplemental tracking codes","4445","OTHER","OTHER","G8565","Verif & doc sudden/rapidly prog hearing loss"
"Supplemental tracking codes","4445","OTHER","OTHER","G8566","Pt not elig refer otologic eval sudden HL meas"
"Supplemental tracking codes","4445","OTHER","OTHER","G8567","Pt no verif/doc sudden/rapid prog hearing loss"
"Supplemental tracking codes","4445","OTHER","OTHER","G8568","Pt no refer to phys for otologic eval reason NOS"
"Supplemental tracking codes","4445","OTHER","OTHER","G8569","Prolonged postop intubation (>24 hrs) required"
"Supplemental tracking codes","4445","OTHER","OTHER","G8570","Prolonged postop intubation (>24 hrs) not req"
"Supplemental tracking codes","4445","OTHER","OTHER","G8571","Develop deep sternal wound infect w/in 30 d px"
"Supplemental tracking codes","4445","OTHER","OTHER","G8572","No deep sternal wound INF/mediastinitis"
"Supplemental tracking codes","4445","OTHER","OTHER","G8573","Stroke following isolated CABG px"
"Supplemental tracking codes","4445","OTHER","OTHER","G8574","No stroke following isolated CABG px"
"Supplemental tracking codes","4445","OTHER","OTHER","G8575","Developed postop renal failure/req dialysis"
"Supplemental tracking codes","4445","OTHER","OTHER","G8576","No postop renal failure/dialysis not required"
"Supplemental tracking codes","4445","OTHER","OTHER","G8577","Reexpl req D/T bleed, graft occl/oth card reason"
"Supplemental tracking codes","4445","OTHER","OTHER","G8578","Reexpl not req D/T bleed, gft occl/oth card"
"Supplemental tracking codes","4445","OTHER","OTHER","G8579","Antiplatelet medication at discharge"
"Supplemental tracking codes","4445","OTHER","OTHER","G8580","Antiplatelet med contraindicated"
"Supplemental tracking codes","4445","OTHER","OTHER","G8581","No antiplatelet medication at discharge"
"Supplemental tracking codes","4445","OTHER","OTHER","G8582","Beta-blocker at discharge"
"Supplemental tracking codes","4445","OTHER","OTHER","G8583","Beta-blocker contraindicated"
"Supplemental tracking codes","4445","OTHER","OTHER","G8584","No beta-blocker at discharge"
"Supplemental tracking codes","4445","OTHER","OTHER","G8585","Anti-lipid treatment at discharge"
"Supplemental tracking codes","4445","OTHER","OTHER","G8586","Anti-lipid Tx contraindicated"
"Supplemental tracking codes","4445","OTHER","OTHER","G8587","No anti-lipid treatment at discharge"
"Supplemental tracking codes","4445","OTHER","OTHER","G8588","Most recent systolic blood pressure < 140 mmhg"
"Supplemental tracking codes","4445","OTHER","OTHER","G8589","Most recent systolic blood pressure >= 140 mmhg"
"Supplemental tracking codes","4445","OTHER","OTHER","G8590","Most recent diastolic blood pressure < 90 mmhg"
"Supplemental tracking codes","4445","OTHER","OTHER","G8591","Most recent diastolic blood pressure >= 90 mmhg"
"Supplemental tracking codes","4445","OTHER","OTHER","G8592","No documentation blood pressure meas, NOS"
"Supplemental tracking codes","4445","OTHER","OTHER","G8593","Lipid profile results doc & reviewed"
"Supplemental tracking codes","4445","OTHER","OTHER","G8594","Lipid profile not performed no reason"
"Supplemental tracking codes","4445","OTHER","OTHER","G8595","Most recent LDL-C < 100 mg/dl"
"Supplemental tracking codes","4445","OTHER","OTHER","G8596","LDL-C was not performed"
"Supplemental tracking codes","4445","OTHER","OTHER","G8597","Most recent LDL-C >= 100 mg/dl"
"Supplemental tracking codes","4445","OTHER","OTHER","G8598","Aspirin/another antithrombotic Tx used"
"Supplemental tracking codes","4445","OTHER","OTHER","G8599","Aspirin/another antithrombotic Tx not used NOS"
"Supplemental tracking codes","4445","OTHER","OTHER","G8600","IV t-PA initiated w/in 3 hrs time last well"
"Supplemental tracking codes","4445","OTHER","OTHER","G8601","IV t-PA not initiated w/in 3 hr reason not doc"
"Supplemental tracking codes","4445","OTHER","OTHER","G8602","IV t-PA not initiated w/in 3 hr no reason"
"Supplemental tracking codes","4445","OTHER","OTHER","G8603","Score spoken lang compr FCM higher than on adm"
"Supplemental tracking codes","4445","OTHER","OTHER","G8604","Score spoken lang compr FCM not higher than adm"
"Supplemental tracking codes","4445","OTHER","OTHER","G8605","Pt not score spoken lang compr FCM at adm/disch"
"Supplemental tracking codes","4445","OTHER","OTHER","G8606","Score attention FCM at disch higher than at adm"
"Supplemental tracking codes","4445","OTHER","OTHER","G8607","Score attention FCM at disch not higher than adm"
"Supplemental tracking codes","4445","OTHER","OTHER","G8608","Pt not scored attention FCM at adm/disch"
"Supplemental tracking codes","4445","OTHER","OTHER","G8609","Score memory FCM at disch higher than at adm"
"Supplemental tracking codes","4445","OTHER","OTHER","G8610","Score memory FCM at disch not higher than adm"
"Supplemental tracking codes","4445","OTHER","OTHER","G8611","Pt not scored memory FCM at adm/disch"
"Supplemental tracking codes","4445","OTHER","OTHER","G8612","Score motor speech FCM at disch higher than adm"
"Supplemental tracking codes","4445","OTHER","OTHER","G8613","Score motor speech FCM disch not higher than adm"
"Supplemental tracking codes","4445","OTHER","OTHER","G8614","Pt not scored motor speech FCM at adm/disch"
"Supplemental tracking codes","4445","OTHER","OTHER","G8615","Score reading FCM at disch higher than adm"
"Supplemental tracking codes","4445","OTHER","OTHER","G8616","Score reading FCM at disch not higher than adm"
"Supplemental tracking codes","4445","OTHER","OTHER","G8617","Pt not scored reading FCM at adm/disch"
"Supplemental tracking codes","4445","OTHER","OTHER","G8618","Score spoken lang expr FCM higher than on adm"
"Supplemental tracking codes","4445","OTHER","OTHER","G8619","Score spoken lang expr FCM not higher than adm"
"Supplemental tracking codes","4445","OTHER","OTHER","G8620","Pt not score spoken lang expr FCM at adm/disch"
"Supplemental tracking codes","4445","OTHER","OTHER","G8621","Score writing FCM at disch higher than adm"
"Supplemental tracking codes","4445","OTHER","OTHER","G8622","Score writing FCM at disch not higher than adm"
"Supplemental tracking codes","4445","OTHER","OTHER","G8623","Pt not scored writing FCM at adm/disch"
"Supplemental tracking codes","4445","OTHER","OTHER","G8624","Score swallowing FCM at disch higher than adm"
"Supplemental tracking codes","4445","OTHER","OTHER","G8625","Score swallowing FCM disch not higher than adm"
"Supplemental tracking codes","4445","OTHER","OTHER","G8626","Pt not scored swallowing FCM at adm/disch"
"Supplemental tracking codes","4445","OTHER","OTHER","G8627","Px perform w/in 30 d post catar px for maj comp"
"Supplemental tracking codes","4445","OTHER","OTHER","G8628","Px not perform w/in 30 d post catar px maj comp"
"Supplemental tracking codes","4445","OTHER","OTHER","G8629","Doc order prophyl antibio w/in 1 hr pre surg inc"
"Supplemental tracking codes","4445","OTHER","OTHER","G8630","Doc admin prophyl antibio w/in 1 hr pre surg inc"
"Supplemental tracking codes","4445","OTHER","OTHER","G8631","Clin doc pt not elig for order prophyl antibio"
"Supplemental tracking codes","4445","OTHER","OTHER","G8632","Prophyl antibio not ordered, reason NOS"
"Supplemental tracking codes","4445","OTHER","OTHER","G8633","Pharm therapy for osteoporosis prescribed"
"Supplemental tracking codes","4445","OTHER","OTHER","G8634","Clin doc pt not elig for pharm Tx osteoporosis"
"Supplemental tracking codes","4445","OTHER","OTHER","G8635","Pharm Tx for osteoporosis not Rx'd, no reason"
"Supplemental tracking codes","4445","OTHER","OTHER","G8636","Influenza immunization admin or prev received"
"Supplemental tracking codes","4445","OTHER","OTHER","G8637","Clin doc pt not elig to receive flu immunization"
"Supplemental tracking codes","4445","OTHER","OTHER","G8638","Flu immuniz not admin/prev received, reason NOS"
"Supplemental tracking codes","4445","OTHER","OTHER","G8639","Influenza immuniz was admin or prev received"
"Supplemental tracking codes","4445","OTHER","OTHER","G8640","Clin doc pt not elig to receive flu immunization"
"Supplemental tracking codes","4445","OTHER","OTHER","G8641","Flu immuniz not admin/prev received, reason NOS"
"Supplemental tracking codes","4445","OTHER","OTHER","G8642","Rural pract w/o high speed internet req hardship"
"Supplemental tracking codes","4445","OTHER","OTHER","G8643","Pract w/o avail pharmacies req hardship"
"Supplemental tracking codes","4445","OTHER","OTHER","G8644","Elig prof does not have prescribing privileges"
"Supplemental tracking codes","4445","OTHER","OTHER","G8645","I intend report asthma measures group"
"Supplemental tracking codes","4445","OTHER","OTHER","G8646","All qual actions for appl asthma meas performed"
"Supplemental tracking codes","4445","OTHER","OTHER","G8647","RAFSC residual score knee success & >= 0"
"Supplemental tracking codes","4445","OTHER","OTHER","G8648","RAFSC residual score knee success & < 0"
"Supplemental tracking codes","4445","OTHER","OTHER","G8649","Pt inelig/not approp RAFSC residual score knee"
"Supplemental tracking codes","4445","OTHER","OTHER","G8650","No RAFSC residual score knee, no reason"
"Supplemental tracking codes","4445","OTHER","OTHER","G8651","RAFSC residual score hip success & >= 0"
"Supplemental tracking codes","4445","OTHER","OTHER","G8652","RAFSC residual score hip success & < 0"
"Supplemental tracking codes","4445","OTHER","OTHER","G8653","Pt inelig/not approp RAFSC residual score hip"
"Supplemental tracking codes","4445","OTHER","OTHER","G8654","No RAFSC residual score hip, no reason"
"Supplemental tracking codes","4445","OTHER","OTHER","G8655","RAFSC residual score low LE success & >= 0"
"Supplemental tracking codes","4445","OTHER","OTHER","G8656","RAFSC residual score low LE success & < 0"
"Supplemental tracking codes","4445","OTHER","OTHER","G8657","Pt inelig/not approp RAFSC residual score low LE"
"Supplemental tracking codes","4445","OTHER","OTHER","G8658","No RAFSC residual score low LE, no reason"
"Supplemental tracking codes","4445","OTHER","OTHER","G8659","RAFSC residual score lumb spine success & >= 0"
"Supplemental tracking codes","4445","OTHER","OTHER","G8660","RAFSC residual score lumb spine success & < 0"
"Supplemental tracking codes","4445","OTHER","OTHER","G8661","Pt inelig/not approp RAFSC resid score lumb sp"
"Supplemental tracking codes","4445","OTHER","OTHER","G8662","No RAFSC resid score lumb spine, no reason"
